date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,electoral_district,region,electoral_district_id,bus_distance
06/12/2018,"Greaghnadarragh, Mullagh",Cavan,237500.0,No,Second-Hand Dwelling house /Apartment,,ChIJM2Nk2JH_XUgRUk0HC4F2dzA,"https://maps.googleapis.com/maps/api/geocode/json?address=Greaghnadarragh,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8522631,-6.9781613,"Greaghnadarragh, Co. Cavan, Ireland",,APPROXIMATE,Mullagh,Border,32010,2.058505438753314
07/12/2018,"1 Belerne River Village, Belturbet",Cavan,59000.0,No,Second-Hand Dwelling house /Apartment,,ChIJDSt0UH4TXkgRyLdWmgFBcys,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Belerne+River+Village,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.11452760000001,-7.444633000000001,"1 Belerne River Village, Cornadarragh, Belturbet, Co. Cavan, H14 WW36, Ireland",H14 WW36,ROOFTOP,Kilconny,Border,32064,1.4359491667246271
07/12/2018,"44 Riverrun, Lough Dooley, Belturbet",Cavan,147500.0,No,Second-Hand Dwelling house /Apartment,,ChIJL4bHBYcUXkgRR_BAbE1EXxo,"https://maps.googleapis.com/maps/api/geocode/json?address=44+Riverrun,+Lough+Dooley,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.12462489999999,-7.445497200000001,"Loughdooly, Co. Cavan, Ireland",,APPROXIMATE,Kilconny,Border,32064,2.5355858765197623
07/12/2018,"48 The Drumlins, Virginia",Cavan,219500.0,No,Second-Hand Dwelling house /Apartment,,ChIJJy2nzdX9XUgRo3weoXPqeJw,"https://maps.googleapis.com/maps/api/geocode/json?address=48+The+Drumlins,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8373629,-7.077228599999999,"48 The Drumlins, Rahardrum, Virginia, Co. Cavan, A82 X0R9, Ireland",A82 X0R9,ROOFTOP,Virginia,Border,32034,0.4146338381983458
10/12/2018,"3 Buttercup Hill, Rocklands, Drumalee",Cavan,133000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ50Yw0nkOXkgRZgFWTchDvoY,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Buttercup+Hill,+Rocklands,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.00178469999999,-7.3465049,"3 Rocklands, Buttercup Hill, Billis, Co. Cavan, H12 K292, Ireland",H12 K292,ROOFTOP,Cavan Rural,Border,32048,0.7923759595369517
10/12/2018,"41 Lisgar Garden, Bailieborough",Cavan,143700.44,Yes,New Dwelling house /Apartment,,ChIJNRDk7ToAXkgR1B5En0Wi068,"https://maps.googleapis.com/maps/api/geocode/json?address=41+Lisgar+Garden,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9066935,-6.9886705000000005,"Virginia road, Urcher, Bailieborough, Co. Cavan, A82 WV30, Ireland",A82 WV30,GEOMETRIC_CENTER,Bailieborough,Border,32002,1.6289869896191187
10/12/2018,"5 Bruce Hill, Arva",Cavan,65000.0,Yes,New Dwelling house /Apartment,,ChIJmfS0ZaV2XkgRZpH7YYqqBV8,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Bruce+Hill,+Arva,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9218701,-7.575098799999999,"5 Bruce Manor, Drumalt, Ármhach, Co. Contae an Chabháin, H12 A393, Ireland",H12 A393,ROOFTOP,Arvagh,Border,32036,0.43546179951285785
10/12/2018,"Drumcole, Belturbet",Cavan,50000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ4c8VsFsTXkgRlfOqVqc5uDA,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumcole,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1071201,-7.4766748,"Drumcole, Co. Cavan, Ireland",,APPROXIMATE,Kilconny,Border,32064,1.4078135064042785
10/12/2018,"Genesis Chinese Restaurant, Main St, Belturbet",Cavan,62500.0,No,Second-Hand Dwelling house /Apartment,,ChIJC_JPUHETXkgROE0HioQqntk,"https://maps.googleapis.com/maps/api/geocode/json?address=Genesis+Chinese+Restaurant,+Main+St,+Belturbet,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10093329999999,-7.443906999999998,"Main St, Corporation Lands, Belturbet, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Belturbet Urban,Border,32042,0.049266762591067687
10/12/2018,"No 5 Dun A Ri Gardens, Kingscourt",Cavan,120000.0,No,Second-Hand Dwelling house /Apartment,,ChIJl3O-5tisYEgRB_uiAIBE7is,"https://maps.googleapis.com/maps/api/geocode/json?address=No+5+Dun+A+Ri+Gardens,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.905079,-6.804063999999999,"Kingscourt, Lisasturrin, Cavan, Ireland",,GEOMETRIC_CENTER,Kingscourt,Border,32008,0.056451197791441185
11/12/2018,"99 Cluain Dara, Bailebo, Rd",Cavan,180000.0,No,Second-Hand Dwelling house /Apartment,,ChIJrwPPOMOsYEgRCLI0Ybb-ZiY,"https://maps.googleapis.com/maps/api/geocode/json?address=99+Cluain+Dara,+Bailebo,+Rd,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90923879999999,-6.8185283,"99 Cluain Dara, Dunaree, Kingscourt, Co. Cavan, A82 E3X8, Ireland",A82 E3X8,ROOFTOP,Kingscourt,Border,32008,0.9481295379777462
11/12/2018,"Drumrath, Virginia, Cavan",Cavan,240000.0,No,Second-Hand Dwelling house /Apartment,,ChIJb_vThNP9XUgRsH4xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumrath,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8344096,-7.0813222000000025,"Rahardrum, Virginia, Co. Cavan, Ireland",,APPROXIMATE,Virginia,Border,32034,0.0466781828233057
12/12/2018,"1 Ashbrooke Manor, Ballinagh Road",Cavan,198237.88,Yes,New Dwelling house /Apartment,,ChIJKViSNjsMXkgRraRPYhwrjdc,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Ashbrooke+Manor,+Ballinagh+Road,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9757586,-7.3586837,"1 Ashbrooke Manor, Burgessacre, Cavan, Co. Cavan, H12 YY50, Ireland",H12 YY50,ROOFTOP,Cavan Rural,Border,32048,0.8028407347612446
12/12/2018,"12 Ardan, Balinagh Road, Cavan Town",Cavan,180000.0,No,Second-Hand Dwelling house /Apartment,,ChIJBUnhTi4MXkgRwu60uqfHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Ardan,+Balinagh+Road,+Cavan+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9762223,-7.356577099999999,"Ballinagh Road, Roscalgan, Co. Cavan, Ireland",,APPROXIMATE,Cavan Rural,Border,32048,0.7350987761715582
12/12/2018,"37 Fairgreen Park, Mullagh, Cavan",Cavan,160000.0,No,Second-Hand Dwelling house /Apartment,,ChIJnzqeN_RVZ0gRiR7gqZZp6oA,"https://maps.googleapis.com/maps/api/geocode/json?address=37+Fairgreen+Park,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.814191,-6.9476565,"37 Fairgreen Park, Lislin, Mullagh, Co. Cavan, A82 X7A4, Ireland",A82 X7A4,ROOFTOP,Mullagh,Border,32010,0.2825036703897466
12/12/2018,"4 Old School House, Mullagh",Cavan,130000.0,No,Second-Hand Dwelling house /Apartment,,ChIJndPK-_ZVZ0gRkM4xl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Old+School+House,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8115174,-6.9459817999999975,"Rantavan, Mullagh, Co. Cavan, Ireland",,APPROXIMATE,Mullagh,Border,32010,0.09723482885416823
12/12/2018,"Dennbane, Carrickaboy, Cavan",Cavan,220000.0,No,Second-Hand Dwelling house /Apartment,,ChIJW2QLVW8JXkgRXhHg-9TYnfo,"https://maps.googleapis.com/maps/api/geocode/json?address=Dennbane,+Carrickaboy,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9216495,-7.3138391,"Dennbane, Co. Cavan, Ireland",,APPROXIMATE,Denn,Border,32057,1.186464358423562
12/12/2018,"Granard Street, Ballyjamesduff",Cavan,42000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1Q3mKaniXUgRvknPk9lIIyA,"https://maps.googleapis.com/maps/api/geocode/json?address=Granard+Street,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8635621,-7.207786800000001,"Granard St, Cornahilt, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Ballyjamesduff,Border,32029,0.16008058842353473
13/12/2018,"17 Marian Row, Ballinagh, Cavan",Cavan,85000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ2YA0MHsLXkgRzD71aby6F7s,"https://maps.googleapis.com/maps/api/geocode/json?address=17+Marian+Row,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9365317,-7.405222199999999,"17 Marian Row, Gortachurk, Ballinagh, Co. Cavan, H12 YE36, Ireland",H12 YE36,ROOFTOP,Bellananagh,Border,32041,0.5879098359911085
13/12/2018,"29 Fairgreen Park, Mullagh",Cavan,190000.0,Yes,New Dwelling house /Apartment,,ChIJT5ptFPRVZ0gRXJaOMsPufvo,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Fairgreen+Park,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.81420600000001,-6.9463083,"29 Fairgreen Park, Lislin, Mullagh, Co. Cavan, A82 H2K5, Ireland",A82 H2K5,ROOFTOP,Mullagh,Border,32010,0.29978846890329314
13/12/2018,"41 Ardlo Manor, Mullagh, Cavan",Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,,EiI0MSBBcmRsbyBNYW5vciwgQ28uIENhdmFuLCBJcmVsYW5kIhoSGAoUChIJEaPQbvZVZ0gR8ziGcL0zVAsQKQ,"https://maps.googleapis.com/maps/api/geocode/json?address=41+Ardlo+Manor,+Mullagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8119591,-6.9492634,"41 Ardlo Manor, Rantavan, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Mullagh,Border,32010,0.08170516181421995
13/12/2018,"7 Eastboro, Beckscourt, Bailieborough",Cavan,125991.0,Yes,New Dwelling house /Apartment,,Eh43IEVhc3Rib3JvLCBDby4gQ2F2YW4sIElyZWxhbmQiGhIYChQKEgnXSPtxj6pgSBFRxHrs0_DYiBAH,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Eastboro,+Beckscourt,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.91908669999999,-6.963676899999999,"7 Eastboro, Beckscourt, Co. Cavan, Ireland",,RANGE_INTERPOLATED,Bailieborough,Border,32002,0.4903814535522046
13/12/2018,"99 River Crescent, Virginia",Cavan,189426.0,Yes,New Dwelling house /Apartment,,ChIJVxCTw9H9XUgREgTJE8SLUoE,"https://maps.googleapis.com/maps/api/geocode/json?address=99+River+Crescent,+Virginia,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.83918860000001,-7.087575900000001,"99 River Cres, Virginia, Co. Cavan, Ireland",,ROOFTOP,Virginia,Border,32034,0.579872846030218
13/12/2018,"Callonetra, Canningstown, Cootehill",Cavan,195000.0,No,Second-Hand Dwelling house /Apartment,,ChIJcYXevDMCXkgRsNQxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Callonetra,+Canningstown,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9808084,-7.0474191999999976,"Tullylorcan, Canningstown, Co. Cavan, Ireland",,APPROXIMATE,Canningstown,Border,32045,3.5179313424103675
13/12/2018,"Moher, New Inns, Ballyjamesduff",Cavan,137444.94,Yes,New Dwelling house /Apartment,,ChIJ_Uq19scHXkgRmkjz8Y41LH0,"https://maps.googleapis.com/maps/api/geocode/json?address=Moher,+New+Inns,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9021698,-7.178415400000001,"New Inn, Drummanduff, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Waterloo,Border,32080,5.1310162398375e-06
14/12/2018,"11 Tanderagee, Bailieborough, Cavan",Cavan,90000.0,No,Second-Hand Dwelling house /Apartment,,ChIJXS_LIYOqYEgRI4qrk0GDOzA,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Tanderagee,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9164565,-6.974490299999999,"11 Tanderagee, Bailieborough, Co. Cavan, A82 V128, Ireland",A82 V128,ROOFTOP,Bailieborough,Border,32002,0.3231866927869681
14/12/2018,"74 Ardkeen, Cavan",Cavan,60000.0,No,Second-Hand Dwelling house /Apartment,,ChIJGYyYmdYNXkgRtgIF1QypP3I,"https://maps.googleapis.com/maps/api/geocode/json?address=74+Ardkeen,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99686,-7.3543629,"74 Ardkeen, Drumalee, Cavan, Co. Cavan, H12 WP96, Ireland",H12 WP96,ROOFTOP,Cavan Urban,Border,32001,0.4579969054077704
14/12/2018,"Aghabane, Killeshandra, Cavan",Cavan,168000.0,No,Second-Hand Dwelling house /Apartment,,ChIJVxYjwIptXkgRSxJlb3CMgpI,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghabane,+Killeshandra,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.023497600000006,-7.5597821,"Aghabane, Gurteen, Co. Cavan, Ireland",,APPROXIMATE,Killashandra,Border,32066,2.2376329459682807
14/12/2018,"Ballytrust, Loughduff, Cavan",Cavan,72500.0,No,Second-Hand Dwelling house /Apartment,,ChIJXYp0oSx1XkgRZY329t1yigs,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballytrust,+Loughduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.88959420000001,-7.440325999999999,"Ballytrust, Co. Cavan, Ireland",,APPROXIMATE,Ballintemple,Border,32038,4.280439519881839
14/12/2018,"Overhead Apt 2  O'Reillys Spar, Granard Street, Ballyjamesduff",Cavan,87850.0,No,Second-Hand Dwelling house /Apartment,,ChIJ1Q3mKaniXUgRvknPk9lIIyA,"https://maps.googleapis.com/maps/api/geocode/json?address=Overhead+Apt+2+O'Reillys+Spar,+Granard+Street,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8635621,-7.207786800000001,"Granard St, Cornahilt, Co. Cavan, Ireland",,GEOMETRIC_CENTER,Ballyjamesduff,Border,32029,0.16008058842353473
14/12/2018,"Shercock, Cavan",Cavan,130000.0,No,Second-Hand Dwelling house /Apartment,,ChIJf3OV_0epYEgR0CEyl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Shercock,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9950108,-6.8979854000000005,"Lisdrumskea, Shercock, Co. Cavan, Ireland",,APPROXIMATE,Shercock,Border,32011,0.010289283237296148
17/12/2018,"3 Ard Na Laoi, Drumalee, Cavan",Cavan,170000.0,No,Second-Hand Dwelling house /Apartment,,ChIJryfg8ngOXkgRJ7vSXSkwSyw,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Ard+Na+Laoi,+Drumalee,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9989394,-7.347833899999999,"3 Ard Na Laoí, Drumalee, Cavan, H12 FE81, Ireland",H12 FE81,ROOFTOP,Cavan Rural,Border,32048,0.7125437096985247
17/12/2018,"32 Highfield, Bailieborough, Cavan",Cavan,150000.0,No,Second-Hand Dwelling house /Apartment,,ChIJASl6k8wNXkgRGW42zawW_aY,"https://maps.googleapis.com/maps/api/geocode/json?address=32+Highfield,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9917419,-7.3681556000000015,"32 Highfield Rd, Drumavanagh, Cavan, Co. Cavan, H12 TN34, Ireland",H12 TN34,ROOFTOP,Cavan Urban,Border,32001,0.3313774557888689
17/12/2018,"51 Maple Court, Bailieborough",Cavan,95152.25,No,Second-Hand Dwelling house /Apartment,,ChIJxV3ZDJCqYEgRpW8kvXYlhQM,"https://maps.googleapis.com/maps/api/geocode/json?address=51+Maple+Court,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.91453079999999,-6.9627117,"51 Maple Ct, Tanderagee, Bailieborough, Co. Cavan, A82 CX28, Ireland",A82 CX28,ROOFTOP,Bailieborough,Border,32002,0.4746888642019506
17/12/2018,"Drumcrin, Kingscourt, Cavan",Cavan,333000.0,No,Second-Hand Dwelling house /Apartment,,ChIJL3dWYUGrYEgRAwtX1M2Oz-Q,"https://maps.googleapis.com/maps/api/geocode/json?address=Drumcrin,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90785469999999,-6.8799072,"Drumcrin, Carragh, Co. Cavan, Ireland",,APPROXIMATE,Enniskeen,Border,32006,4.9133831927398495
17/12/2018,"Relaghbeg, Bailieborough, Cavan",Cavan,145000.0,No,Second-Hand Dwelling house /Apartment,,ChIJHeYWslhVZ0gRsqVTu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Relaghbeg,+Bailieborough,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.87173489999999,-6.964778999999999,"Relagh Beg, Co. Cavan, Ireland",,APPROXIMATE,Carnagarve,Border,32003,0.2422701623837364
17/12/2018,"Skerrig, Cootehill",Cavan,20000.0,No,Second-Hand Dwelling house /Apartment,,ChIJU7Iu0PanYEgRsn9Tu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Skerrig,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0691476,-7.013503099999999,"Skerrig, The Lane, Co. Cavan, Ireland",,APPROXIMATE,Cootehill Rural,Border,32050,1.4795181515497775
18/12/2018,"18 Blackwood Ave, The Gallops, Latt",Cavan,155000.0,No,Second-Hand Dwelling house /Apartment,,ChIJwWWZyeANXkgRBrPqzzaioQU,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Blackwood+Ave,+The+Gallops,+Latt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.01385920000001,-7.360611299999999,"18 Blackwood Ave, The Gallops, Co. Cavan, H12 X992, Ireland",H12 X992,ROOFTOP,Cavan Rural,Border,32048,0.12054977636610625
18/12/2018,"3 Stoneyfort, Keadue Lane, Cavan",Cavan,225000.0,No,Second-Hand Dwelling house /Apartment,,EhlLZWFkdWUgTG4sIENhdmFuLCBJcmVsYW5kIi4qLAoUChIJjcrD9toNXkgRSnd-94sSQLoSFAoSCesukWItDF5IEXByMZepxwAK,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Stoneyfort,+Keadue+Lane,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99892819999999,-7.362325500000002,"Keadue Ln, Cavan, Ireland",,GEOMETRIC_CENTER,Cavan Rural,Border,32048,0.21832336500690488
18/12/2018,"36 Daisyhill Manor, Ballyconnell, Cavan",Cavan,163000.0,No,Second-Hand Dwelling house /Apartment,,ChIJpx-tlIlrXkgRt0cDpcGdFUI,"https://maps.googleapis.com/maps/api/geocode/json?address=36+Daisyhill+Manor,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.10977420000001,-7.577244,"36 Daisyhill Manor, Mullaghduff, Ballyconnell, Co. Cavan, H14 X076, Ireland",H14 X076,ROOFTOP,Ballyconnell,Border,32015,0.1171105610655278
18/12/2018,"Crossreagh, Ballyhaise, Cavan",Cavan,350000.0,No,Second-Hand Dwelling house /Apartment,,ChIJm7V8zR4OXkgRdB9W-WjlVHQ,"https://maps.googleapis.com/maps/api/geocode/json?address=Crossreagh,+Ballyhaise,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0297779,-7.333560799999999,"Crossreagh, The Gallops, Co. Cavan, Ireland",,APPROXIMATE,Ballyhaise,Border,32039,1.549306354781732
19/12/2018,"11 Ardkill Place, Ballinagh, Cavan",Cavan,150000.0,No,Second-Hand Dwelling house /Apartment,,ChIJiTPu9GoLXkgRqx6vKxG7fmU,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Ardkill+Place,+Ballinagh,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.92404079999999,-7.414705799999999,"11 Ardkill Pl, Garrymore, Ballinagh, Co. Cavan, H12 XE14, Ireland",H12 XE14,ROOFTOP,Bellananagh,Border,32041,0.8396010849254079
19/12/2018,"27 Cnoic Alainn, Munnilly, Cootehill",Cavan,130000.0,Yes,New Dwelling house /Apartment,,ChIJ3R9cqeYcXkgRotjKVANAOCg,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Cnoic+Alainn,+Munnilly,+Cootehill,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.07786840000001,-7.086196699999999,"27 Cnoic Alainn, Munnilly, Cootehill, Co. Cavan, H16 N996, Ireland",H16 N996,ROOFTOP,Cootehill Urban,Border,32051,0.3731469101340792
19/12/2018,"3 Castle St, Killeshandra, Cavan",Cavan,91000.0,No,Second-Hand Dwelling house /Apartment,,ChIJNZRBp4dyXkgRZQ-ZnE9I5h4,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Castle+St,+Killeshandra,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.01557070000001,-7.5278882,"3 Castle St, Portaliff Glebe, Killashandra, Co. Cavan, H12 H220, Ireland",H12 H220,ROOFTOP,Killashandra,Border,32066,0.08489079976225798
19/12/2018,"37 Cluain Aoibhinn, Swellan, Cavan",Cavan,186000.0,No,Second-Hand Dwelling house /Apartment,,ChIJPz-nRrUNXkgRm5QYOsPyXSY,"https://maps.googleapis.com/maps/api/geocode/json?address=37+Cluain+Aoibhinn,+Swellan,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.9903519,-7.378106,"37 Cluain Aoibhinn, Swellan Lower, Cavan, Co. Cavan, H12 DK09, Ireland",H12 DK09,ROOFTOP,Cavan Rural,Border,32048,0.9484414526196538
19/12/2018,"Clowney, Ballyconnell, Cavan",Cavan,75000.0,No,Second-Hand Dwelling house /Apartment,,ChIJw5ysTZZsXkgRXOIm9nkviOo,"https://maps.googleapis.com/maps/api/geocode/json?address=Clowney,+Ballyconnell,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.0979201,-7.5264365999999985,"Clowney, Co. Cavan, Ireland",,APPROXIMATE,Ardue,Border,32035,2.0213461608036507
19/12/2018,"Dungimmon, Mount Nugent, Cavan",Cavan,175000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ0TeJshXjXUgRv6p59Jo3rUs,"https://maps.googleapis.com/maps/api/geocode/json?address=Dungimmon,+Mount+Nugent,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8061618,-7.214052499999997,"Dungimmon House, Dungummin Lower, Co. Cavan, Ireland",,ROOFTOP,Kilbride,Border,32031,3.0767788299415084
19/12/2018,"Finaway, Ballyjamesduff, Cavan",Cavan,55000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ8_0czfLiXUgRotxSu6fHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Finaway,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.8461314,-7.238667799999999,"Finaway, Kildorough, Co. Cavan, Ireland",,APPROXIMATE,Kilnaleck,Border,32068,2.9525864112440203
19/12/2018,"Mullaghmore, Bawnboy",Cavan,195000.0,No,Second-Hand Dwelling house /Apartment,,ChIJad6rmstoXkgRaK7xkkRnWyY,"https://maps.googleapis.com/maps/api/geocode/json?address=Mullaghmore,+Bawnboy,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.1037409,-7.695553,"Mullaghmore, Corville, Co. Cavan, Ireland",,APPROXIMATE,Bawnboy,Border,32017,1.848579177477208
20/12/2018,"1 Tuam, Blacklion, Cavan",Cavan,125000.0,No,Second-Hand Dwelling house /Apartment,,ChIJG2mFO8FbXkgRYMgxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Tuam,+Blacklion,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",54.2920639,-7.875127599999999,"Tuam, Blacklion, Co. Cavan, Ireland",,APPROXIMATE,Tuam,Border,32088,0.1095762087333817
20/12/2018,"3 Elm Dr, Ballyjamesduff, Cavan",Cavan,170000.0,No,Second-Hand Dwelling house /Apartment,,ChIJuyCnx9MNXkgRLy7KtmEXIBo,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Elm+Dr,+Ballyjamesduff,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.99480519999999,-7.358512299999999,"3 Elm Grove, Kinnypottle, Cavan, Co. Cavan, Ireland",,ROOFTOP,Cavan Urban,Border,32001,0.13705647978089
20/12/2018,"4 Rockfield Heights, Kingscourt",Cavan,99560.0,Yes,New Dwelling house /Apartment,,ChIJRxVyqNusYEgRQdOKiD1XpNk,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Rockfield+Heights,+Kingscourt,+Cavan,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",53.90600689999999,-6.8126557,"4 Rockfield Heights, Dunaree, Kingscourt, Co. Cavan, A82 K592, Ireland",A82 K592,ROOFTOP,Kingscourt,Border,32008,0.5043011085291811
