date_of_sale,address,county,price,vat_exclusive,property_description,property_size,eircode,geocoding_url,longitude,latitude,formatted_address,place_id,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
19/11/2018,"10 Abbeycartron, Longford",Longford,177000.0,No,Second-Hand Dwelling house /Apartment,,N39 N545,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Abbeycartron,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7925024999999986,53.7351701,"The Hideout, 10 Abbeycartron, Co. Longford, N39 N545, Ireland",ChIJAd1S5oTTXUgREpvxfRNungo,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.8177626157013855,1.218048548338985
19/11/2018,"40 Glean Riada, Ballyminion, Strokestown Rd",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,,N39 N9Y0,"https://maps.googleapis.com/maps/api/geocode/json?address=40+Glean+Riada,+Ballyminion,+Strokestown+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.816797799999999,53.72043570000001,"40 Gleann Riada, Ballyminion, Longford, N39 N9Y0, Ireland",ChIJp43-JxPTXUgRg8IHPNbM9fk,ROOFTOP,Midland,09051,Longford Rural,1.3033532039504765,1.4297222134758123
19/11/2018,"6 Oak Grove, Clonbalt Woods, Longford",Longford,148000.0,No,Second-Hand Dwelling house /Apartment,,N39 A2N3,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Oak+Grove,+Clonbalt+Woods,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7971419000000015,53.7497586,"6 Oak Grove, Cloonbalt, Clonbalt Wood, Co. Longford, N39 A2N3, Ireland",ChIJnY6O2HvUXUgR224pQG4EDX8,ROOFTOP,Midland,09043,Caldragh,1.1074130513923948,2.8208221438331287
19/11/2018,"Abbeyderg, Kenagh, Longford",Longford,180000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Abbeyderg,+Kenagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.797973,53.63527699999999,"Abbeyderg, Co. Longford, Ireland",ChIJU4ax6RPNXUgRsjpRu6fHACY,APPROXIMATE,Midland,09010,Kilcommock,1.7347877432313616,9.89309385538436
20/11/2018,"32 College Park, Longford",Longford,148000.0,No,Second-Hand Dwelling house /Apartment,,N39 V2P6,"https://maps.googleapis.com/maps/api/geocode/json?address=32+College+Park,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7871164,53.73083610000001,"32 College Park, Templemichael Glebe, Longford, N39 V2P6, Ireland",ChIJl1IgeZrTXUgRWQMpj0E0K6I,ROOFTOP,Midland,09051,Longford Rural,0.5805611262274869,0.9205196984228168
21/11/2018,"Cloonagh, Dring",Longford,47500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloonagh,+Dring,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.5430196,53.818262600000004,"Dring, Co. Longford, Ireland",ChIJ182QjM7YXUgR2NKcxeyzhtM,APPROXIMATE,Midland,09034,Mullanalaghta,5.408054784950894,14.916903552627002
22/11/2018,"20 Glassan Lodge, Prospect Wood, Longford",Longford,43000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Glassan+Lodge,+Prospect+Wood,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7939729999999985,53.7196346,"Apartment 5, Glassan Lodge, Prospect Wood, Longford, Ireland",ChIJa8CMBqHTXUgR-NH50TxnvZc,ROOFTOP,Midland,09051,Longford Rural,0.54526391379411,0.5231063516135843
22/11/2018,"71 Cartrun Breac, Lisbach Rd, Longford",Longford,76000.0,No,Second-Hand Dwelling house /Apartment,,N39 E6P9,"https://maps.googleapis.com/maps/api/geocode/json?address=71+Cartrun+Breac,+Lisbach+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8070726000000015,53.7386336,"71 Cartrun Breac, Lisbrack, Longford, N39 E6P9, Ireland",ChIJr5weKX_TXUgR3V30zWBIFFM,ROOFTOP,Midland,09051,Longford Rural,0.3045328836272705,1.7403135023808078
22/11/2018,"Bawn, Bawn Lower, Moydow",Longford,150000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Bawn,+Bawn+Lower,+Moydow,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.768859999999999,53.6769,"Bawn, Bawn Lower, Co. Longford, Ireland",ChIJ_xgy72jSXUgRP2qtfkMKH6o,APPROXIMATE,Midland,09039,Ardagh West,1.9323971031430733,5.553463546966097
22/11/2018,"Slehaun House, Legan, Longford",Longford,185000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Slehaun+House,+Legan,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6365409999999985,53.643161600000006,"Sleehaun House, Sleehaun, Legan, Co. Longford, Ireland",ChIJKYd7Ib_PXUgR3WUPuxZ5ouI,ROOFTOP,Midland,09009,Foxhall,1.2475277952579589,5.5197286225821625
26/11/2018,"11 Aughafad Heights, Longford, Longford",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,,N39 T6Y5,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Aughafad+Heights,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7989606999999985,53.713776,"11 Aghafad Heights, Farranyoogan, Longford, N39 T6Y5, Ireland",ChIJyfwdTAjTXUgRyGaoB5VoDE4,ROOFTOP,Midland,09051,Longford Rural,1.1961245305840926,1.1790456383543968
27/11/2018,"15 Oaklands Dale, Ardnacassa, Longford",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,N39 F9F7,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Oaklands+Dale,+Ardnacassa,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7743089,53.730320999999996,"15 Oaklands Dale, Ardnacassagh, Longford, N39 F9F7, Ireland",ChIJuf5DaZPTXUgRBAfi2e1QENY,ROOFTOP,Midland,09051,Longford Rural,0.9409392271662744,1.5673114765878309
28/11/2018,"The Back Of The Hill, Ardagh, Longford",Longford,242500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=The+Back+Of+The+Hill,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.679215899999999,53.6725998,"Back of the Hill, Co. Longford, Ireland",ChIJhwTQA9HRXUgROx-lWFvCuik,APPROXIMATE,Midland,09038,Ardagh East,1.1671701225323352,5.300148144910101
29/11/2018,"11 Church View Dr, Drumlish, Longford",Longford,114000.0,No,Second-Hand Dwelling house /Apartment,,N39 D2Y9,"https://maps.googleapis.com/maps/api/geocode/json?address=11+Church+View+Dr,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.768620899999997,53.82244870000001,"11 Church View Dr, Drumlish, Co. Longford, N39 D2Y9, Ireland",ChIJ_bAUBwjWXUgRSe-o5xUWtc4,ROOFTOP,Midland,09048,Drumlish,0.16697029473351002,11.051742342046538
29/11/2018,"2 Goldsmith Road, Ballymahon",Longford,120000.0,No,Second-Hand Dwelling house /Apartment,,N39 XK72,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Goldsmith+Road,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7605907000000025,53.55989349999999,"2 Goldsmith Terrace, Creevagh Beg, Ballymahon, Co. Longford, N39 XK72, Ireland",ChIJ_Z0wyHDLXUgRX7_8zH6Rd5w,ROOFTOP,Midland,09004,Ballymahon,0.17472717214182076,17.687033879319774
30/11/2018,"7 Druids Glen, White Linen Woods  Battery Road, Longford",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,N39 P6C3,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Druids+Glen,+White+Linen+Woods+Battery+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8002414999999985,53.7399007,"7 Druid Glen, White Linen Woods, Longford, N39 P6C3, Ireland",ChIJN-MldYHTXUgRxuzvnCa37ow,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.2574512532648885,1.7462971278967645
30/11/2018,"Moyrath, Ardagh, Longford",Longford,90000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Moyrath,+Ardagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.694090000000001,53.66715,"Lyanmore, Ardagh Village, Co. Longford, Ireland",ChIJqwE_ON7RXUgRqTCLWkDv6-g,APPROXIMATE,Midland,09038,Ardagh East,0.018313809248066804,6.432367142538858
03/12/2018,"18 Thomond Court, Ballymahon, Longford",Longford,92000.0,No,Second-Hand Dwelling house /Apartment,,N39 CX48,"https://maps.googleapis.com/maps/api/geocode/json?address=18+Thomond+Court,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7739974,53.55781260000001,"18 Thomond Hall, Creevagh Beg, Ballymahon, Co. Longford, N39 CX48, Ireland",ChIJi6YL1WjLXUgRCuWRS7IRI0Q,ROOFTOP,Midland,09004,Ballymahon,0.8654791958403301,18.402028973875424
03/12/2018,"8 Mac Art Meadows, Leitrim Cross, Newtownforbes",Longford,150000.0,Yes,New Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Mac+Art+Meadows,+Leitrim+Cross,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7945117,53.78482109999999,"Leitrim Cross, Leitrim, Co. Longford, Ireland",ChIJQRrMhUvUXUgRyGGlkUw-4nU,GEOMETRIC_CENTER,Midland,09042,Breanrisk,4.1883334838106205e-06,6.720331948763395
04/12/2018,"6 Clonguish Court, Newtownforbes, Longford",Longford,85000.0,No,Second-Hand Dwelling house /Apartment,,N39 TA48,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Clonguish+Court,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.833333500000001,53.76727820000001,"6 Clonguish Ct, Lisbrack, Newtown Forbes, Co. Longford, N39 TA48, Ireland",ChIJYYbhcOzUXUgR2R67d_puWts,ROOFTOP,Midland,09054,Newtown Forbes,0.06770653869638035,5.361584751432477
05/12/2018,"6 Druids Glen, White Linen Woods  Battery Road, Longford",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,N39 X2W6,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Druids+Glen,+White+Linen+Woods+Battery+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.800119599999999,53.73993609999999,"6 Druid Glen, White Linen Woods, Longford, N39 X2W6, Ireland",ChIJeTHKdIHTXUgRPB5vJtE_zVM,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.2638363191932933,1.7489636336131862
05/12/2018,"94 Abhainn Glas, Edgeworthstown, Longford",Longford,116000.0,No,Second-Hand Dwelling house /Apartment,,N39 AX57,"https://maps.googleapis.com/maps/api/geocode/json?address=94+Abhainn+Glas,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6176879999999985,53.7009909,"94 Abhainn Glas, Keelogenasause, Edgeworthstown, Co. Longford, N39 AX57, Ireland",ChIJk3gxVJ3aXUgR9tNzMlwJdpU,ROOFTOP,Midland,09030,Meathas Truim,0.5860049929993721,1.6396405332246675
06/12/2018,"14 Creevaghrua, Creevaghbeg, Ballymahon",Longford,80000.0,No,Second-Hand Dwelling house /Apartment,,N39 DK55,"https://maps.googleapis.com/maps/api/geocode/json?address=14+Creevaghrua,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752298,53.55884449999999,"14 Creevaghrua, Creevagh Beg, Ballymahon, Co. Longford, N39 DK55, Ireland",ChIJt7cJKnbLXUgRPWG8arTmir4,ROOFTOP,Midland,09004,Ballymahon,0.04879179118423289,17.46872622104444
06/12/2018,"39 Ard Michael, Longford, Longford",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,N39 K0F4,"https://maps.googleapis.com/maps/api/geocode/json?address=39+Ard+Michael,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7830437,53.7298505,"39 Ard Michael, Ardnacassagh, Longford, N39 K0F4, Ireland",ChIJi1g535DTXUgRWHI-VkiCE44,ROOFTOP,Midland,09051,Longford Rural,0.5141168797633834,1.0417621186911463
06/12/2018,"7 Elina, The Courtyard, Newtownforbes",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,N39 K207,"https://maps.googleapis.com/maps/api/geocode/json?address=7+Elina,+The+Courtyard,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.834036200000001,53.7694189,"12 Castle Gardens, Lisbrack, Newtown Forbes, Co. Longford, N39 K207, Ireland",ChIJq6IjB-zUXUgRPhaI8cpPORk,ROOFTOP,Midland,09054,Newtown Forbes,0.2240280890061308,5.5949173540955925
06/12/2018,"79 Mostrim Oaks, Edgeworthstown",Longford,139000.0,No,Second-Hand Dwelling house /Apartment,,N39 YT57,"https://maps.googleapis.com/maps/api/geocode/json?address=79+Mostrim+Oaks,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.612196600000001,53.693020800000006,"79 Mostrim Oaks, Edgeworthstown, Co. Longford, N39 YT57, Ireland",ChIJY8S_qZ_aXUgRM_YamZoSqi0,ROOFTOP,Midland,09030,Meathas Truim,0.41198858147762096,0.7367196058226931
07/12/2018,"16 Cuirt On Oir, Athlone Rd, Longford",Longford,61000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=16+Cuirt+On+Oir,+Athlone+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.804789199999999,53.7243542,"9, Cúirt an Óir, Annaly Park, Townparks, Longford, Ireland",ChIJF7dt9HTTXUgRdDEK-TqauEk,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.4012856183660693,0.5702347002899002
10/12/2018,"12 Cartrun Breac, Lisbrack Rd, Longford",Longford,150000.0,No,Second-Hand Dwelling house /Apartment,,N39 D3C4,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Cartrun+Breac,+Lisbrack+Rd,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8079141000000005,53.737523100000004,"12 Cartrun Breac, Lisbrack, Longford, N39 D3C4, Ireland",ChIJ6XDFL3nTXUgRXxLmPB1VZ0w,ROOFTOP,Midland,09051,Longford Rural,0.4350830830857197,1.6539157318769984
10/12/2018,"20 Annaly Park, Longford, Longford",Longford,67500.0,No,Second-Hand Dwelling house /Apartment,,N39 A9F3,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Annaly+Park,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.803416099999999,53.72622990000001,"20 Annaly Park, Townparks, Longford, N39 A9F3, Ireland",ChIJl5QvynXTXUgRtrADVBNaf6U,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.2315066419513109,0.521626939609148
10/12/2018,"25 Teffia Park, Longford, Longford",Longford,67500.0,No,Second-Hand Dwelling house /Apartment,,N39 P5F1,"https://maps.googleapis.com/maps/api/geocode/json?address=25+Teffia+Park,+Longford,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.791942700000001,53.7242404,"25 Leader Park, Teffia Park, Glack, Longford, N39 P5F1, Ireland",ChIJvW44ypjTXUgRtwY1niWSjN4,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.17122031633807758,0.2543646743756593
11/12/2018,"Main Street, Ballymahon, Longford",Longford,150000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Main+Street,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.763711000000002,53.56338510000001,"Main St, Ballymahon, Co. Longford, Ireland",ChIJWc87UnrLXUgRw98B7eVQVGE,GEOMETRIC_CENTER,Midland,09004,Ballymahon,0.02110929989006876,17.497018452241907
12/12/2018,"15 Creevaghbawn, Ballymahon, Longford",Longford,72000.0,No,Second-Hand Dwelling house /Apartment,,N39 W014,"https://maps.googleapis.com/maps/api/geocode/json?address=15+Creevaghbawn,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.753740799999999,53.559071900000006,"15 Creevaghbawn, Creevagh Beg, Ballymahon, Co. Longford, N39 W014, Ireland",ChIJDTlXy3fLXUgRxZEsvGHKvfA,ROOFTOP,Midland,09004,Ballymahon,0.059456903234080996,17.501501743256053
13/12/2018,"14 Cluain Ard, Ardnacassa, Longford",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,,N39 P9V9,"https://maps.googleapis.com/maps/api/geocode/json?address=14+Cluain+Ard,+Ardnacassa,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.778134000000001,53.72693229999999,"14 Cluain Ard, Ardnacassagh, Longford, N39 P9V9, Ireland",ChIJI3XmKJTTXUgRPXQ8BKCslsU,ROOFTOP,Midland,09051,Longford Rural,0.5118827745637321,1.2018330761326748
13/12/2018,"21 Weavers Hall, Market Sq, Longford",Longford,42000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=21+Weavers+Hall,+Market+Sq,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8004406999999985,53.72565789999999,"Apartment 16, Weavers Hall, Market Square, Townparks, Longford, Ireland",ChIJ7WqyiHXTXUgR-wa5BD101j4,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.08094109921086605,0.3170785177292608
13/12/2018,"Kelleter, Killoe",Longford,70000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Kelleter,+Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7277942999999985,53.7672187,"Killeter, Co. Longford, Ireland",ChIJ9--o_b7WXUgR-ejXRhXFZSg,APPROXIMATE,Midland,09045,Cloonee,0.29175844456128425,6.539098906653472
14/12/2018,"10 Woodland Park, Kenagh, Longford",Longford,140000.0,No,Second-Hand Dwelling house /Apartment,,N39 R768,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Woodland+Park,+Kenagh,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8150534999999985,53.62501500000001,"10 Woodland Path, Aghnacranagh, Keenagh, Co. Longford, N39 R768, Ireland",ChIJl7mvdzDNXUgRvHbKnjPNFgg,ROOFTOP,Midland,09010,Kilcommock,0.14009612446188394,11.106140023401961
14/12/2018,"Lissanisky, Ballymahin",Longford,165000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lissanisky,+Ballymahin,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7979011,53.577640599999995,"Lissanisky, Creevagh, Co. Longford, Ireland",ChIJz6wVsKTMXUgR0jdRu6fHACY,APPROXIMATE,Midland,09004,Ballymahon,2.4961980625890687,16.30353650623315
17/12/2018,"42 Mill Oaks, Drumlish, Longford",Longford,135000.0,No,Second-Hand Dwelling house /Apartment,,N39 H681,"https://maps.googleapis.com/maps/api/geocode/json?address=42+Mill+Oaks,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.766270699999999,53.824838899999996,"42 Mill Oaks, Drumlish, Co. Longford, N39 H681, Ireland",ChIJc702rQfWXUgRYK6vpEFGzw4,ROOFTOP,Midland,09048,Drumlish,0.2544003051040073,11.339682398494395
17/12/2018,"53 Mostrim Oaks, Tinnynarr Edgeworthstown, Longford",Longford,93000.0,No,Second-Hand Dwelling house /Apartment,,N39 AY70,"https://maps.googleapis.com/maps/api/geocode/json?address=53+Mostrim+Oaks,+Tinnynarr+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6135616000000015,53.69330679999999,"53 Mostrim Oaks, Edgeworthstown, Co. Longford, N39 AY70, Ireland",ChIJTQyptJ_aXUgRQRfKG3Znec4,ROOFTOP,Midland,09030,Meathas Truim,0.4058569306620936,0.8275079158345798
17/12/2018,"95 Mostrim Oaks, Edgeworthstown, Longford",Longford,67000.0,No,Second-Hand Dwelling house /Apartment,,N39 EK63,"https://maps.googleapis.com/maps/api/geocode/json?address=95+Mostrim+Oaks,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.612684599999999,53.6934309,"95 Mostrim Oaks, Edgeworthstown, Co. Longford, N39 EK63, Ireland",ChIJFydUU57aXUgRxQgM19woiIw,ROOFTOP,Midland,09030,Meathas Truim,0.37409638407306095,0.7904001891127892
17/12/2018,"Cloncallow, Ballymahon, Longford",Longford,80000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloncallow,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7303084,53.55887170000001,"Clooncallow, Co. Longford, Ireland",ChIJlz6B4ZPLXUgRPupIyAYncxA,GEOMETRIC_CENTER,Midland,09008,Forgney,0.5721630864099322,16.69437264481914
18/12/2018,"2 Duet, The Courtyard, Newtownforbes",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,,N39 K207,"https://maps.googleapis.com/maps/api/geocode/json?address=2+Duet,+The+Courtyard,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.834036200000001,53.7694189,"12 Castle Gardens, Lisbrack, Newtown Forbes, Co. Longford, N39 K207, Ireland",ChIJq6IjB-zUXUgRPhaI8cpPORk,ROOFTOP,Midland,09054,Newtown Forbes,0.2240280890061308,5.5949173540955925
18/12/2018,"Cloonagh, Granard",Longford,115000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloonagh,+Granard,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.5012256000000015,53.77693840000001,"Granard, Co. Longford, Ireland",ChIJe3pmscHeXUgRYM_qN6nHABg,APPROXIMATE,Midland,09027,Granard Urban,0.33112799175327,11.861203336445177
19/12/2018,"19 French Hall, Prospect Woods, Longford Town",Longford,50000.0,No,Second-Hand Dwelling house /Apartment,,N39 YIE5,"https://maps.googleapis.com/maps/api/geocode/json?address=19+French+Hall,+Prospect+Woods,+Longford+Town,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.801220499999999,53.72904339999999,"51 Main St, Deanscurragh, Longford, N39 YIE5, Ireland",ChIJ2aP3IXbTXUgR_HzMGIIR978,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.05622568250465547,0.6166556096950649
19/12/2018,"3 Ardrum Ct, House, Longford",Longford,65000.0,No,Second-Hand Dwelling house /Apartment,,N39 W8X2,"https://maps.googleapis.com/maps/api/geocode/json?address=3+Ardrum+Ct,+House,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7999585000000025,53.7290271,"3 Ardrum Ct, Deanscurragh, Longford, N39 W8X2, Ireland",ChIJnZ1J7Z3TXUgRzB_-oWzOSfY,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.043360443744065696,0.5740980205320517
19/12/2018,"4 Shannon Park, Edgeworthstown, Longford",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,N39 T265,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Shannon+Park,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6140634999999985,53.699323,"4 Shannon Park, Keelogenasause, Edgeworthstown, Co. Longford, N39 T265, Ireland",ChIJtY_9Ap3aXUgRe9f9z7yRJwM,ROOFTOP,Midland,09030,Meathas Truim,0.2973240503122753,1.3538291888246043
19/12/2018,"8 Lismoy, Newtownforbes, Longford",Longford,157000.0,No,Second-Hand Dwelling house /Apartment,,N39 N7P8,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Lismoy,+Newtownforbes,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.812561799999999,53.7669094,"8, Lismoy, Newtown Forbes, Co. Longford, N39 N7P8, Ireland",ChIJDwKtZfXUXUgRF-dt2UCj0g0,ROOFTOP,Midland,09043,Caldragh,1.2543918556003584,4.851348709258434
19/12/2018,"Rathmore, Aughnacliffe, Longford",Longford,190000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Rathmore,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.627721500000002,53.85298349999999,"Rathmore, Co. Longford, Ireland",ChIJzzpg19x3XkgRdhWmsIgnv_c,APPROXIMATE,Midland,09040,Ballinamuck East,1.5457515603632177,18.074749425786756
20/12/2018,"19 Glassan Lodge, Prospect Wood, Longford",Longford,48000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=19+Glassan+Lodge,+Prospect+Wood,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7939729999999985,53.7196346,"Apartment 5, Glassan Lodge, Prospect Wood, Longford, Ireland",ChIJa8CMBqHTXUgR-NH50TxnvZc,ROOFTOP,Midland,09051,Longford Rural,0.54526391379411,0.5231063516135843
20/12/2018,"20 Units And Adjoining Lands, The Mill, Clondra",Longford,895110.13,Yes,New Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Units+And+Adjoining+Lands,+The+Mill,+Clondra,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9087178,53.73153290000001,"The Mill, Cloondara, Co. Longford, Ireland",ChIJ-8V0iIMsXEgRtOPA9Ibjjxw,APPROXIMATE,Midland,09044,Cloondara,0.5143060901523774,7.451738421922352
