Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
115,Rahoon Road (Cemetery),Rahoon,E0846012,3,Rahoon Road Cemetery,BCT,847000646,527252,725512
115,Rahoon Road (Cemetery),Rahoon,E0846012,2,Rahoon Road,BCT,847000652,527260,725532
115,Rahoon Road (Cemetery),Rahoon,E0846012,15,Rahoon Road,BCT,847000653,527252,725512
115,Rahoon Road (Cemetery),Rahoon,E0846012,->NW1,Rahoon Road Galway,BCT,8460PB003588,527251,725512
115,Rahoon Road (Cemetery),Rahoon,E0846012,->SE1,Rahoon Road Galway,BCT,8460PB003599,527259,725532
115,Rahoon Road (Cemetery),Rahoon,E0846012,1,,BCT,847000405,527241,725518
116,Suffolk Street,Dublin City South,E0822091,1,Ulster Bank/Tourist Office,BCT,825000531,715838,734008
116,Suffolk Street,Dublin City South,E0822091,2,Aircoach,BCT,825000532,715861,733992
116,Suffolk Street,Dublin City South,E0822091,3,Suffolk Street,BCT,8220B1353401,715844,734011
116,Suffolk Street,Dublin City South,E0822091,4,Stop No. 794,BCT,8220DB000794,715845,734002
116,Suffolk Street,Dublin City South,E0822091,5,Stop No. 4842,BCT,8220DB004842,715875,733984
117,Cabra Cross,Cabra,E0822019,1,Caraba Cross,BCT,825000113,713335,735942
117,Cabra Cross,Cabra,E0822019,2,Caraba Cross,BCT,825000114,713342,735958
118,Navan Road - Employment Exchange,Cabra,E0822019,1,Navan Road,BCT,825000115,712984,736092
118,Navan Road - Employment Exchange,Cabra,E0822019,2,Navan Road,BCT,825000116,712993,736103
119,Navan Road - Garda Station,Cabra,E0822019,1,Navan Road,BCT,825000117,712444,736372
119,Navan Road - Garda Station,Cabra,E0822019,2,Navan Road,BCT,825000118,712451,736388
120,Navan Road (Baggot Road),Cabra,E0822019,1,Navan Road,BCT,825000119,711961,736591
120,Navan Road (Baggot Road),Cabra,E0822019,2,Navan Road,BCT,825000120,711968,736602
121,Navan Road - St. Vincent's Home,Cabra,E0822019,1,Navan Road,BCT,825000121,711534,736786
121,Navan Road - St. Vincent's Home,Cabra,E0822019,2,Navan Road,BCT,825000122,711541,736798
122,Ashtown Roundabout,Ashtown,E0822001,1,Navan Road,BCT,825000123,711053,737034
122,Ashtown Roundabout,Ashtown,E0822001,2,Navan Road,BCT,825000124,711065,737045
123,Blanchardstown Shopping Centre,Blanchardstown,E0824024,1,Blanchardstown SC,BCT,825000007,706710,739556
123,Blanchardstown Shopping Centre,Blanchardstown,E0824024,2,Blanchardstown SC,BCT,825000008,706716,739584
124,Cappagh Road (An Silín),Knocknacarragh,E0846007,6,Cappagh Road Cappagh Park,BCT,8460PB003628,524665,724519
124,Cappagh Road (An Silín),Knocknacarragh,E0846007,9,Cappagh Road Cappagh Park,BCT,847000256,524651,724520
124,Cappagh Road (An Silín),Knocknacarragh,E0846007,2,Cappagh Road Galway,BCT,8460PB003619,524646,724545
124,Cappagh Road (An Silín),Knocknacarragh,E0846007,1,,BCT,847000002,524659,724515
125,Castleknock Village,Castleknock,E0824001,1,Castleknock Road,BCT,825000125,709176,737008
125,Castleknock Village,Castleknock,E0824001,2,Castleknock Road,BCT,825000126,709183,737022
126,Trinity College,Trinity College,E0822090,10,Stop No. 348,BCT,8220DB000348,715975,734203
126,Trinity College,Trinity College,E0822090,1,Stop No. 347,BCT,8220DB000347,716011,734222
126,Trinity College,Trinity College,E0822090,2,College Street,BCT,8220PB002152,716009,734221
126,Trinity College,Trinity College,E0822090,3,Stop No. 5191,BCT,8220DB005191,716019,734225
126,Trinity College,Trinity College,E0822090,4,Stop No. 342,BCT,8220DB000342,716064,734223
126,Trinity College,Trinity College,E0822090,5,Stop No. 401,BCT,8220DB000401,715921,734064
126,Trinity College,Trinity College,E0822090,6,Stop No. 349,BCT,8220DB000349,715960,734195
126,Trinity College,Trinity College,E0822090,7,Stop No. 402,BCT,8220DB000402,715918,734043
126,Trinity College,Trinity College,E0822090,8,Aircoach,BCT,825000541,715923,734026
126,Trinity College,Trinity College,E0822090,9,Trinity College,BCT,825000542,715917,734020
127,Cappagh Road (Ros Árd),Knocknacarragh,E0846007,1,Cappagh Road Woodfield,BCT,8460PB003629,524946,724072
127,Cappagh Road (Ros Árd),Knocknacarragh,E0846007,3,Cappagh Road Woodfield,BCT,847000257,524959,724081
127,Cappagh Road (Ros Árd),Knocknacarragh,E0846007,4,Cappagh Road Galway,BCT,8460PB003641,524925,724130
127,Cappagh Road (Ros Árd),Knocknacarragh,E0846007,2,,BCT,847000001,524936,724096
128,Merrion Square North,Merrion Square,E0822065,2,American College,BCT,825000555,716541,733732
128,Merrion Square North,Merrion Square,E0822065,3,Stop No. 408,BCT,8220DB000408,716534,733732
128,Merrion Square North,Merrion Square,E0822065,1,,BCT,825000564,716583,733684
129,Blanchardstown SC - Bus Stop 70,Corduff (Fingal),E0824018,1,Snugborough Road,BCT,825000127,707836,739301
129,Blanchardstown SC - Bus Stop 70,Corduff (Fingal),E0824018,2,Snugborough Road,BCT,825000128,707845,739292
130,Corduff Estate,Blanchardstown,E0824024,1,Snugborough Road,BCT,825000574,708088,739593
130,Corduff Estate,Blanchardstown,E0824024,2,Snugborough Road,BCT,825000129,708099,739582
131,Snugborgh Road,Corduff (Fingal),E0824018,1,Snugborough Road,BCT,825000130,708431,739992
131,Snugborgh Road,Corduff (Fingal),E0824018,2,Snugborough Road,BCT,825000131,708444,739984
132,Merrion Square West,Merrion Square,E0822065,->SE,Stop No. 2905,BCT,8220DB002905,716422,733639
132,Merrion Square West,Merrion Square,E0822065,4,Merrion Square West,BCT,825000556,716474,733725
132,Merrion Square West,Merrion Square,E0822065,5,Merrion Square West,BCT,825000557,716456,733711
132,Merrion Square West,Merrion Square,E0822065,6,Stop No. 2810,BCT,8220DB002810,716478,733711
132,Merrion Square West,Merrion Square,E0822065,1,,BCT,825000565,716467,733704
133,Ballycoolin - IBM,Cloghran,E0824043,1,Ballycoolin Road,BCT,825000151,708989,740658
133,Ballycoolin - IBM,Cloghran,E0824043,2,Ballycoolin Road,BCT,825000152,708997,740670
134,Mulhuddart - IBM,Mulhuddart,E0824017,1,Damastown Close,BCT,825000153,705760,741119
134,Mulhuddart - IBM,Mulhuddart,E0824017,2,Damastown Close,BCT,825000154,705745,741118
135,Clonmel - Irish Town,Clonmel,E0843064,1,Irishtown Upper,BCT,843000001,619738,622315
135,Clonmel - Irish Town,Clonmel,E0843064,2,Irishtown Upper,BCT,843000002,619743,622299
136,Clonmel - O'Connell St,Clonmel,E0843064,1,O'Connell Street,BCT,843000003,620197,622391
136,Clonmel - O'Connell St,Clonmel,E0843064,2,O'Connell Street,BCT,843000004,620204,622377
137,Clonmel - Army Brks,Clonmel,E0843064,1,Davis Road,BCT,843000005,620731,622563
137,Clonmel - Army Brks,Clonmel,E0843064,2,Davis Road,BCT,843000006,620741,622546
138,Kilsheelan,Kilsheelan (Tipperary),E0843008,1,Mockler's Bridge,BCT,843000007,628397,623411
138,Kilsheelan,Kilsheelan (Tipperary),E0843008,2,Mockler's Bridge,BCT,843000008,628393,623399
139,Ninemilehouse,Ninemilehouse,E0843040,1,N76,BCT,843000009,636467,634497
139,Ninemilehouse,Ninemilehouse,E0843040,2,N76,BCT,843000010,636482,634498
140,Grangemockler,Mullennaglogh,E0843041,1,N76,BCT,843000011,636071,632819
140,Grangemockler,Mullennaglogh,E0843041,2,N76,BCT,843000012,636090,632818
141,Callan- Statoil,Callan,E0827049,1,Clonmel Road,BCT,827000001,641114,643384
141,Callan- Statoil,Callan,E0827049,2,Clonmel Road,BCT,827000002,641127,643378
142,Callan - Big Wheel Pub,Callan,E0827049,1,Green Street,BCT,827000003,641311,643739
142,Callan - Big Wheel Pub,Callan,E0827049,2,Green Street,BCT,827000004,641324,643735
143,Grange,County Kilkenny,E0827054,1,N76,BCT,827000005,647209,650335
143,Grange,County Kilkenny,E0827054,2,N76,BCT,827000006,647223,650330
144,Tennypark,County Kilkenny,E0827054,1,N76,BCT,827000007,648595,652442
144,Tennypark,County Kilkenny,E0827054,2,N76,BCT,827000008,648611,652443
145,Summerhill North (O'Donovan's Shop),Cork City,E0837001,1,,BCT,8380B2401901,568111,572325
145,Summerhill North (O'Donovan's Shop),Cork City,E0837001,2,,BCT,8380B2401902,568111,572325
146,Langtons,Kilkenny,E0827010,1,John Street Lower,BCT,827000009,650837,656030
146,Langtons,Kilkenny,E0827010,2,John Street Lower,BCT,8270PB001182,650850,656022
146,Langtons,Kilkenny,E0827010,3,John Street Lower,BCT,827000064,650860,656043
146,Langtons,Kilkenny,E0827010,4,John Street Lower,BCT,827000065,650853,656047
147,Kilkenny - Newpark Hotel,Kilkenny,E0827010,1,Castlecomer Road,BCT,8270PB001159,650637,657281
147,Kilkenny - Newpark Hotel,Kilkenny,E0827010,2,Castlecomer Road,BCT,8270PB001170,650654,657282
148,Castlecomer,Castlecomer,E0827050,1,Kilkenny Street,BCT,8270B3510102,653257,672622
148,Castlecomer,Castlecomer,E0827050,2,Kilkenny Street,BCT,8270B3510101,653272,672621
148,Castlecomer,Castlecomer,E0827050,->S1,Castlecomer,BCT,8270PB001248,653266,672638
148,Castlecomer,Castlecomer,E0827050,->N2,Castlecomer,BCT,8270PB001245,653253,672632
149,Moneeroe,Moneenroe,E0827013,1,Side Road,BCT,827000010,656910,676170
149,Moneeroe,Moneenroe,E0827013,2,Side Road,BCT,827000011,656930,676147
150,Newtown Cross,Crettyard,E0828032,1,N78,BCT,828000005,660048,679515
150,Newtown Cross,Crettyard,E0828032,2,N78,BCT,828000006,660057,679502
151,Ballylynan,Ballylynan,E0828020,1,Main Street,BCT,828000007,664396,688547
151,Ballylynan,Ballylynan,E0828020,2,Main Street,BCT,828000008,664408,688539
152,Athy - Plewmans Terrace,Athy,E0826002,1,Blackparks,BCT,826000001,667435,693467
152,Athy - Plewmans Terrace,Athy,E0826002,2,Blackparks,BCT,826000002,667449,693457
153,Summerhill North (St.Patrick's Church),Cork City,E0837001,1,,BCT,8380B2404801,568009,572261
154,Arklow (Dublin Road),Arklow,E0835002,1,,BCT,835000082,724951,676184
154,Arklow (Dublin Road),Arklow,E0835002,2,,BCT,835000083,724961,676202
155,Dublin Road,Athy,E0826002,1,Dublin Road,BCT,826000006,668969,694134
155,Dublin Road,Athy,E0826002,2,Dublin Road,BCT,8260PB000996,668980,694119
156,Kilcullen,Kilcullen,E0826008,1,The Hideout,BCT,826000007,683911,709569
156,Kilcullen,Kilcullen,E0826008,2,The Hideout,BCT,826000008,683921,709561
157,Clonkeen Road (Monaloe Crescent),Naas,E0826019,->S,Stop No. 3125,BCT,8250DB003125,722847,725686
157,Clonkeen Road (Monaloe Crescent),Naas,E0826019,->N,Stop No. 3152,BCT,8250DB003152,722837,725701
158,Eden Quay,Dublin,E0822013,1,Eden Quay,BCT,825000009,715993,734495
158,Eden Quay,Dublin,E0822013,2,Eden Quay,BCT,825000010,715991,734478
159,Carlow (Deane's Shop),Carlow,E0821025,1,Barrack Street,BCT,821000003,671874,676331
159,Carlow (Deane's Shop),Carlow,E0821025,2,Barrack Street,BCT,821000004,671886,676324
160,Spawell Roundabout,Templeogue,E0823019,1,N81 to city,BCT,825000011,711898,728321
160,Spawell Roundabout,Templeogue,E0823019,2,N81,BCT,825000014,711913,728297
160,Spawell Roundabout,Templeogue,E0823019,->E,Stop No. 2599,BCT,8230DB002599,711911,728330
160,Spawell Roundabout,Templeogue,E0823019,->W,Stop No. 2551,BCT,8230DB002551,711895,728288
160,Spawell Roundabout,Templeogue,E0823019,->SW,Spawell Roundabout,BCT,8230PB002124,711893,728288
160,Spawell Roundabout,Templeogue,E0823019,->NE,Spawell Roundabout,BCT,8230PB002121,711909,728329
161,Templeogue Village,Templeogue,E0823019,1,Templeogue Road,BCT,825000015,713084,728924
161,Templeogue Village,Templeogue,E0823019,2,Templeogue Road,BCT,825000016,713127,728918
162,Terenure Village,Terenure,E0822011,1,Templeogue Road,BCT,825000017,714241,730119
162,Terenure Village,Terenure,E0822011,2,Templeogue Road,BCT,825000018,714252,730109
163,Rathfarham Road - Opposite Castle,Rathfarnham,E0823016,1,Rathfarham Road,BCT,825000019,714350,728896
163,Rathfarham Road - Opposite Castle,Rathfarnham,E0823016,2,Rathfarham Road,BCT,825000020,714322,728904
163,Rathfarham Road - Opposite Castle,Rathfarnham,E0823016,->NE,Stop No. 1331,BCT,8230DB001331,714344,728953
164,Nutgrove Ave SC,Nutgrove,E0825031,1,Nutgrove Avenue,BCT,825000021,715353,728264
164,Nutgrove Ave SC,Nutgrove,E0825031,2,Nutgrove Avenue,BCT,825000505,715333,728251
165,Merrion Square South,Merrion Square,E0822065,9,Stop No. 7390,BCT,8220DB007390,716465,733569
165,Merrion Square South,Merrion Square,E0822065,10,Stop No. 7387,BCT,8220DB007387,716487,733565
165,Merrion Square South,Merrion Square,E0822065,11,Stop No. 7385,BCT,8220DB007385,716501,733545
165,Merrion Square South,Merrion Square,E0822065,12,Stop No. 7391,BCT,8220DB007391,716547,733523
165,Merrion Square South,Merrion Square,E0822065,13,Stop No. 4681,BCT,8220DB004681,716438,733592
165,Merrion Square South,Merrion Square,E0822065,1,,BCT,825000566,716445,733549
166,Dundrum - Wyckham Way,Dundrum (Dun Laoghaire-Rathdown),E0825002,1,Wyckham Way,BCT,8250PB000476,717060,726897
166,Dundrum - Wyckham Way,Dundrum (Dun Laoghaire-Rathdown),E0825002,2,Wyckham Way,BCT,825000023,717043,726896
167,Burlington Road (Mespil Road),Dublin City South,E0822091,1,Stop No. 7339,BCT,8220DB007339,716790,732785
167,Burlington Road (Mespil Road),Dublin City South,E0822091,3,Stop No. 7333,BCT,8220DB007333,716755,732850
168,Ballinteer - Broadford Road,Ballinteer,E0825006,1,Broadford Road,BCT,825000024,716115,727009
168,Ballinteer - Broadford Road,Ballinteer,E0825006,2,Broadford Road,BCT,825000025,716107,727024
169,Victoria Cross (Victoria Lodge),Glasheen,E0837016,1,,BCT,8380B240091,565154,571216
170,Leixlip -Intel,Leixlip,E0826046,1,Maynooth Road,BCT,8260PB001115,698693,736797
170,Leixlip -Intel,Leixlip,E0826046,2,Maynooth Road,BCT,826000012,698684,736782
171,Leixlip Village - Main St.,Leixlip,E0826046,1,Main Street,BCT,826000013,700659,735983
171,Leixlip Village - Main St.,Leixlip,E0826046,2,Main Street,BCT,826000014,700698,735972
172,Leixlip - Springfield Hotel,Leixlip,E0826046,1,Leixlip Road,BCT,826000015,701248,735580
172,Leixlip - Springfield Hotel,Leixlip,E0826046,2,Leixlip Road,BCT,826000016,701244,735567
173,Lucan - Spa Hotel,Lucan,E0823011,1,R148,BCT,825000048,702356,735005
173,Lucan - Spa Hotel,Lucan,E0823011,2,R148,BCT,825000049,702358,734996
174,Lucan Village (Sarsfield Road),Lucan,E0823011,1,Stop No. 3372,BCT,8230DB003372,703308,735162
174,Lucan Village (Sarsfield Road),Lucan,E0823011,2,Stop No. 3367,BCT,8230DB003367,703264,735146
175,Lucan - Edmundsbury Hospital Gate,Lucan,E0823011,1,Lucan Road,BCT,825000147,704767,735516
175,Lucan - Edmundsbury Hospital Gate,Lucan,E0823011,2,Lucan Road,BCT,825000148,704777,735533
176,"Galway, Forster Street",Eyre Square,E0846014,1,Forster Street,BCT,847000015,530120,725400
176,"Galway, Forster Street",Eyre Square,E0846014,2,Forster Street,BCT,847000016,530130,725392
177,Galway- GMIT,Renmore,E0846008,1,Dublin Road,BCT,847000003,532657,725681
177,Galway- GMIT,Renmore,E0846008,2,Dublin Road,BCT,847000004,532656,725665
178,Oranmore,Oranmore,E0847034,1,Station Road,BCT,847000005,538114,724661
178,Oranmore,Oranmore,E0847034,2,Station Road,BCT,847000006,538110,724648
179,Craughwell,Craughwell,E0847129,1,R446,BCT,847000007,551055,719991
179,Craughwell,Craughwell,E0847129,2,R446,BCT,847000008,551039,719989
179,Craughwell,Craughwell,E0847129,->NW,Craughwell,BCT,8470PB000870,551076,719923
179,Craughwell,Craughwell,E0847129,->SE,Craughwell,BCT,8470PB000878,551080,719930
180,Beatty's Jewellers,Loughrea,E0847029,1,Main Street,BCT,847000009,562143,716642
180,Beatty's Jewellers,Loughrea,E0847029,2,Main Street,BCT,847000010,562145,716626
181,Aughrim,Aughrim (Galway),E0847008,1,R446,BCT,847000011,578858,728042
181,Aughrim,Aughrim (Galway),E0847008,2,R446,BCT,847000012,578863,728028
182,Ballinasloe,Ballinasloe,E0847020,1,Main Street,BCT,847000013,585259,731160
182,Ballinasloe,Ballinasloe,E0847020,2,Main Street,BCT,847000014,585265,731151
183,Downings,Downies,E0853068,1,1,BCT,853000131,610377,938641
183,Downings,Downies,E0853068,2,2,BCT,853000132,610374,938627
184,Carrigart,Carrickart,E0853132,1,1,BCT,853000166,613026,936615
184,Carrigart,Carrickart,E0853132,2,2,BCT,853000167,613038,936608
185,Delvinreagh,County Donegal,E0853142,1,1,BCT,853000133,617851,934690
185,Delvinreagh,County Donegal,E0853142,2,2,BCT,853000134,617845,934679
186,Cranford,County Donegal,E0853142,1,1,BCT,853000135,619375,933098
186,Cranford,County Donegal,E0853142,2,2,BCT,853000136,619356,933103
187,Woodquarter,County Donegal,E0853142,1,1,BCT,853000137,619317,932230
187,Woodquarter,County Donegal,E0853142,2,2,BCT,853000138,619304,932239
188,Ramelton,Rathmelton,E0853031,1,1,BCT,853000139,622375,921093
188,Ramelton,Rathmelton,E0853031,2,2,BCT,853000140,622368,921091
189,Dungloe (Sweeney's Hotel),Dungloe,E0853005,1,Lower Main Street,BCT,853000155,576889,911428
189,Dungloe (Sweeney's Hotel),Dungloe,E0853005,2,Lower Main Street,BCT,853000156,576902,911433
190,Doochary,Doocharry,E0853126,1,R252,BCT,853000129,586699,906467
190,Doochary,Doocharry,E0853126,2,R252,BCT,853000130,586700,906484
191,Forte Retail Park,Leck (Donegal),99032868,1,Forte Retail Park,BCT,853000249,617392,910970
191,Forte Retail Park,Leck (Donegal),99032868,2,Forte Retail Park,BCT,853000250,617391,910990
192,Victoria Cross,Glasheen (Cork),99024397,1,Wilton Road (Victoria Corss),BCT,8380B240571,565145,571130
192,Victoria Cross,Glasheen (Cork),99024397,2,Blackwater Motors (Victoria Cross),BCT,8380B214011,565145,571130
193,Newtown,Crettyard,E0828032,1,R430,BCT,828000272,660122,679475
193,Newtown,Crettyard,E0828032,2,R430,BCT,828000273,660134,679498
194,Mount Melleray Monastery,Couinty Waterford,E0845041,1,Mountmelleray,BCT,845000071,609773,603904
194,Mount Melleray Monastery,Couinty Waterford,E0845041,2,Mountmelleray,BCT,845000072,609773,603889
195,Hewlett Packard Back Gate,Celbridge,E0826053,1,HP,BCT,826000107,698227,735234
195,Hewlett Packard Back Gate,Celbridge,E0826053,2,HP,BCT,826000108,698221,735220
196,Oran,Ballymacurly,E0850040,1,N60,BCT,850000029,577714,768934
196,Oran,Ballymacurly,E0850040,2,N60,BCT,850000030,577701,768953
197,Outside Train Station,Celbridge,E0826053,1,Hazelhatch,BCT,826000109,698326,731271
197,Outside Train Station,Celbridge,E0826053,2,Hazelhatch,BCT,826000110,698335,731259
198,Maynooth Road Celbridge,Celbridge,E0826053,1,Maynooth Road,BCT,826000095,697098,733629
198,Maynooth Road Celbridge,Celbridge,E0826053,2,Maynooth Road,BCT,826000096,697082,733621
199,Deerpark,Clogh (Kilkenny),E0827051,1,Clough Road,BCT,827000089,653604,675506
199,Deerpark,Clogh (Kilkenny),E0827051,2,Clough Road,BCT,827000090,653584,675518
200,"A1 Auto Parts, Vicar Street, Tuam",Tuam (Galway),E0847039,1,Vicar Street,BCT,847000222,543456,751789
200,"A1 Auto Parts, Vicar Street, Tuam",Tuam (Galway),E0847039,2,Vicar Street,BCT,847000223,543456,751789
200,"A1 Auto Parts, Vicar Street, Tuam",Tuam (Galway),E0847039,3,Vicar Street,BCT,847000224,543456,751789
201,Abbey Grove Navan,Navan,E0831022,1,Ratholdren Road,BCT,831000033,686463,768824
202,Bruckless,Bruckless,E0853121,1,Bruckless,BCT,853000239,574840,877039
202,Bruckless,Bruckless,E0853121,2,Bruckless,BCT,853000240,574848,877061
203,Abbey Quay Enniscorthy,Enniscorthy,E0834002,1,Abbey Quay,BCT,834000050,697375,639875
204,Maldron Hotel Wexford,Wexford,E0834025,1,R769,BCT,834000160,701266,621803
204,Maldron Hotel Wexford,Wexford,E0834025,2,R769,BCT,834000161,701269,621773
205,Ferrycarrig,County Wexford,E0834081,1,N11,BCT,834000162,701719,623649
205,Ferrycarrig,County Wexford,E0834081,2,N11,BCT,834000163,701733,623643
206,Abbeyknockmoy,Abbey ((nr Ballyglunin) Galway),E0847023,1,,BCT,847000225,550245,743246
206,Abbeyknockmoy,Abbey ((nr Ballyglunin) Galway),E0847023,2,,BCT,847000226,550200,743257
207,Abbeyshrule Junction,Ballymahon,E0829026,1,R392,BCT,829000008,619424,755378
207,Abbeyshrule Junction,Ballymahon,E0829026,2,R392,BCT,829000009,619426,755383
208,Abbeyvale Brackenstown Road,Knocksedan,E0824037,1,Stop No. 4843,BCT,8240DB004843,716186,746937
208,Abbeyvale Brackenstown Road,Knocksedan,E0824037,2,Brackenstown Road,BCT,8240PB001965,716186,746937
209,Achill Sound,County Mayo,E0849141,1,Radharc Na Mara,BCT,849000091,473714,799807
